locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr2:91832040-92012663		ENSG00000223703.1	ENSG00000223703.1	2	91924752	462	0.05426	0.05349	1.0144	0.3109585278951353	0.2937062937062937	0.8809305664397654	up	0.613
chr7:65219157-65531823		ENSG00000241258.2	ENSG00000241258.2	7	65579591	462	-0.02404	0.02381	-1.0097	0.31317254488973967	0.32867132867132864	0.8809693091695058	down	3.6328
chr16:28471892-28637651		ENSG00000250982.2	ENSG00000250982.2	16	28251989	462	-0.02041	0.02022	-1.0094	0.31330799078125926	0.2807192807192807	0.8809693091695058	down	2.4604
chr1:149843518-149850293		ENSG00000136631.7	ENSG00000136631.7	1	150039369	462	-0.07781	0.07717	-1.0083	0.3138410390349053	0.3036963036963037	0.8809693091695058	down	3.7315
chr1:149843518-149850293		ENSG00000163125.11	ENSG00000163125.11	1	150335567	462	0.18844	0.18708	1.0073	0.3143560654766225	0.32867132867132864	0.8809693091695058	up	3.4689
chr16:14954790-15100859		ENSG00000186260.11	ENSG00000186260.11	16	14165178	462	0.04252	0.04227	1.0059	0.31503268455565525	0.3026973026973027	0.8809693091695058	up	2.5366
chr15:30618103-32153204		ENSG00000104067.11	ENSG00000104067.11	15	30261068	462	0.04989	0.04962	1.0054	0.3152418448805259	0.27972027972027974	0.8809693091695058	up	0.2421
chr17:45585159-46292045		ENSG00000239399.1	ENSG00000239399.1	17	45119195	462	-0.01471	0.01468	-1.0023	0.3167458451022079	0.3016983016983017	0.881016950854307	down	0.1801
chr21:43821742-43835116		ENSG00000241945.2	ENSG00000241945.2	21	45527176	462	-0.0904	0.09029	-1.0012	0.3172834055927126	0.3146853146853147	0.881016950854307	down	4.0055
chr16:16721273-18073542		ENSG00000244257.3	ENSG00000244257.3	16	16404198	462	0.47963	0.48015	0.9989	0.31837711195979823	0.3166833166833167	0.881016950854307	up	3.0302
chr1:149843518-149850293		ENSG00000184678.8	ENSG00000184678.8	1	149858232	462	-0.11493	0.11517	-0.998	0.31883533618312965	0.3166833166833167	0.881016950854307	down	1.4315
chr17:16823490-18384190		ENSG00000235672.1	ENSG00000235672.1	17	18811592	462	-0.02868	0.02875	-0.9975	0.31905909610022126	0.3176823176823177	0.881016950854307	down	0.6215
chr13:48199250-48206639		ENSG00000136146.8	ENSG00000136146.8	13	48669267	462	0.24982	0.2509	0.9957	0.31992803986558466	0.1938061938061938	0.881016950854307	up	4.9386
chr2:87987171-111255403		ENSG00000211630.2	ENSG00000211630.2	2	90192768	462	0.29144	0.29301	0.9947	0.3204429622940724	0.32967032967032966	0.881016950854307	up	2.4598
chr13:48199250-48206639		ENSG00000136161.7	ENSG00000136161.7	13	49109872	462	0.48312	0.48808	0.9898	0.32279530754221525	0.2827172827172827	0.881016950854307	up	4.1423
chr16:16721273-18073542		ENSG00000260675.1	ENSG00000260675.1	16	17188784	462	0.05753	0.05838	0.9855	0.3249379720559767	0.34265734265734266	0.881016950854307	up	0.2114
chr21:13987773-14056796		ENSG00000168122.4	ENSG00000168122.4	21	14486111	462	0.00916	0.0093	0.9845	0.3254157742406378	0.32167832167832167	0.881016950854307	up	0.1691
chr9:85797070-85801040		ENSG00000135052.11	ENSG00000135052.11	9	88715088	462	-0.24744	0.25181	-0.9826	0.3263174535729795	0.33966033966033965	0.881016950854307	down	3.32
chr21:43821742-43835116		ENSG00000237989.1	ENSG00000237989.1	21	44782229	462	0.11614	0.11824	0.9822	0.32652771443407647	0.34265734265734266	0.881016950854307	up	0.9756
chr17:16823490-18384190		ENSG00000176994.7	ENSG00000176994.7	17	18218716	462	-0.02267	0.02314	-0.9798	0.3277135677319341	0.3226773226773227	0.881016950854307	down	2.3365
chr14:60606118-60611659		ENSG00000100614.13	ENSG00000100614.13	14	60712470	462	-0.03082	0.03146	-0.9797	0.32775669251119854	0.32667332667332666	0.881016950854307	down	5.0175
chr11:71571819-71576724		ENSG00000162129.7	ENSG00000162129.7	11	72145692	462	-0.11681	0.11925	-0.9795	0.3278417246682068	0.3386613386613387	0.881016950854307	down	3.522
chr16:16721273-18073542		ENSG00000133392.10	ENSG00000133392.10	16	15950890	462	-0.07902	0.08075	-0.9785	0.32836434399896536	0.29270729270729273	0.881016950854307	down	0.9354
chr7:5989046-6735643		ENSG00000228974.4	ENSG00000228974.4	7	5600374	462	-0.02822	0.02885	-0.9783	0.3284420241183985	0.3256743256743257	0.881016950854307	down	0.2125
chr5:177946129-178003952		ENSG00000169223.9	ENSG00000169223.9	5	176778853	462	0.08015	0.08208	0.9764	0.32938225146053185	0.2967032967032967	0.881016950854307	up	6.2773
chr1:149843518-149850293		ENSG00000143401.10	ENSG00000143401.10	1	150208504	462	0.05702	0.05841	0.9762	0.3294937901204597	0.34265734265734266	0.881016950854307	up	6.038
chr6:141866310-141898728		ENSG00000216548.1	ENSG00000216548.1	6	141244048	462	-0.05262	0.05398	-0.9748	0.33016917540934815	0.32867132867132864	0.881016950854307	down	0.4081
chr7:97445822-97459601		ENSG00000127922.5	ENSG00000127922.5	7	96339203	462	-0.01923	0.01974	-0.9741	0.33052884329247995	0.3336663336663337	0.881016950854307	down	7.0569
chr2:87987171-111255403		ENSG00000163121.5	ENSG00000163121.5	2	97173846	462	0.07509	0.07739	0.9703	0.3324178011182517	0.35264735264735264	0.881016950854307	up	2.7384
chr21:43821742-43835116		ENSG00000234289.3	ENSG00000234289.3	21	44985120	462	0.3026	0.31227	0.969	0.33305846893599034	0.2837162837162837	0.881016950854307	up	5.8748
chr2:87987171-111255403		ENSG00000071082.5	ENSG00000071082.5	2	101618177	462	0.04017	0.04146	0.9689	0.33312845515836503	0.34665334665334663	0.881016950854307	up	9.1241
chr7:97445822-97459601		ENSG00000006453.9	ENSG00000006453.9	7	98030380	462	-0.24011	0.24841	-0.9666	0.33427407364839584	0.32367632367632365	0.881016950854307	down	3.9356
chr11:18249084-18265819		ENSG00000173432.6	ENSG00000173432.6	11	18287721	462	0.04142	0.04286	0.9665	0.33431666334497595	0.33266733266733267	0.881016950854307	up	0.2218
chr11:71571819-71576724		ENSG00000187811.3	ENSG00000187811.3	11	71318487	462	0.02824	0.02924	0.9658	0.33465174655379953	0.3246753246753247	0.881016950854307	up	0.3549
chr3:195749463-195980207		ENSG00000119231.6	ENSG00000119231.6	3	196594727	462	-0.02075	0.02152	-0.9646	0.33527834493716185	0.34165834165834164	0.881016950854307	down	3.7686
chr17:45585159-46292045		ENSG00000186185.7	ENSG00000186185.7	17	43025082	462	0.01581	0.01641	0.9633	0.3358966080801558	0.35064935064935066	0.881016950854307	up	2.6852
chr16:75206214-75222748		ENSG00000205084.4	ENSG00000205084.4	16	75590176	462	0.04653	0.04864	0.9565	0.3393216862280155	0.32867132867132864	0.8845750871317287	up	2.0227
chr2:87987171-111255403		ENSG00000115539.9	ENSG00000115539.9	2	101179152	462	0.02186	0.02295	0.9526	0.34132042371220295	0.3386613386613387	0.8845750871317287	up	3.261
chr1:25324280-25369060		ENSG00000157978.6	ENSG00000157978.6	1	25870071	462	-0.03424	0.03596	-0.9521	0.34157090322051314	0.34065934065934067	0.8845750871317287	down	2.7988
chr1:248128773-248428856		ENSG00000171161.7	ENSG00000171161.7	1	249132409	421	0.08415	0.08839	0.952	0.34165574771379503	0.3256743256743257	0.8845750871317287	up	4.4047
chr16:28471892-28637651		ENSG00000168488.13	ENSG00000168488.13	16	28834356	462	0.01814	0.01911	0.9495	0.34289124174520424	0.35764235764235763	0.8845750871317287	up	5.8947
chr2:87987171-111255403		ENSG00000144214.5	ENSG00000144214.5	2	99921205	462	-0.05804	0.06122	-0.9481	0.34359390666539674	0.34665334665334663	0.8845750871317287	down	0.9756
chr7:65219157-65531823		ENSG00000224172.1	ENSG00000224172.1	7	64197121	462	-0.01232	0.013	-0.9478	0.3437371853843079	0.35064935064935066	0.8845750871317287	down	1.0689
chr11:18249084-18265819		ENSG00000134339.4	ENSG00000134339.4	11	18270190	462	0.0802	0.0847	0.9469	0.3442158528351228	0.34565434565434566	0.8845750871317287	up	0.4945
chr21:13987773-14056796		ENSG00000232797.1	ENSG00000232797.1	21	15164956	462	-0.01934	0.02048	-0.9441	0.3456352459692083	0.36063936063936064	0.8845750871317287	down	0.6528
chr6:167209001-167357782		ENSG00000130396.15	ENSG00000130396.15	6	168227602	462	-0.14327	0.15178	-0.9439	0.3457283698551585	0.34465534465534464	0.8845750871317287	down	4.2068
chr2:87987171-111255403		ENSG00000135968.13	ENSG00000135968.13	2	109065017	462	-0.0489	0.05184	-0.9433	0.3460306494536278	0.34965034965034963	0.8845750871317287	down	3.6259
chr3:195749463-195980207		ENSG00000225770.1	ENSG00000225770.1	3	196263403	462	-0.01817	0.01927	-0.943	0.346186017829218	0.3256743256743257	0.8845750871317287	down	7.1139
chr16:28471892-28637651		ENSG00000254634.2	ENSG00000254634.2	16	29552957	462	-0.07467	0.07924	-0.9423	0.3465419363965173	0.34565434565434566	0.8845750871317287	down	3.9937
chr17:3082008-3221835		ENSG00000141258.7	ENSG00000141258.7	17	2240792	462	0.36145	0.38467	0.9397	0.3479025676813288	0.36863136863136864	0.8859890731614385	up	3.2377
chr21:43821742-43835116		ENSG00000141959.11	ENSG00000141959.11	21	45719934	462	-0.06432	0.06875	-0.9356	0.35000715129129145	0.34565434565434566	0.8859890731614385	down	5.9294
chr2:87987171-111255403		ENSG00000204637.3	ENSG00000204637.3	2	101125739	462	-0.05232	0.05599	-0.9345	0.35055311979313364	0.33666333666333664	0.8859890731614385	down	2.0545
chr21:43821742-43835116		ENSG00000160223.12	ENSG00000160223.12	21	45660849	462	0.07056	0.07561	0.9333	0.35115784324880617	0.34065934065934067	0.8859890731614385	up	3.7796
chr3:195749463-195980207		ENSG00000185798.6	ENSG00000185798.6	3	196295545	462	0.02066	0.02216	0.9321	0.3518046797258185	0.3756243756243756	0.8859890731614385	up	2.8257
chr17:16823490-18384190		ENSG00000259850.1	ENSG00000259850.1	17	17091982	462	-0.02339	0.02516	-0.9298	0.35298025705007036	0.3676323676323676	0.8859890731614385	down	2.4367
chr2:87987171-111255403		ENSG00000169756.12	ENSG00000169756.12	2	109150857	462	0.08499	0.09145	0.9293	0.35323940571730567	0.3826173826173826	0.8859890731614385	up	4.4855
chr9:87942696-88110274		ENSG00000231007.4	ENSG00000231007.4	9	89626567	462	-0.05372	0.05784	-0.9288	0.35347899499439794	0.3696303696303696	0.8859890731614385	down	4.3369
chr2:87987171-111255403		ENSG00000115616.2	ENSG00000115616.2	2	103236166	462	-0.03349	0.03607	-0.9287	0.3535368353325934	0.3706293706293706	0.8859890731614385	down	0.2435
chr7:5989046-6735643		ENSG00000157999.5	ENSG00000157999.5	7	6071007	462	-0.01442	0.01559	-0.9253	0.3552932826907037	0.32667332667332666	0.8885920888304872	down	0.2278
chr2:87987171-111255403		ENSG00000172071.6	ENSG00000172071.6	2	88927094	462	0.03883	0.0422	0.92	0.35808790529532036	0.34765234765234765	0.8911167169973184	up	4.5179
chr7:65219157-65531823		ENSG00000182722.5	ENSG00000182722.5	7	64313732	462	-0.01325	0.01441	-0.9196	0.35829203611900085	0.3596403596403596	0.8911167169973184	down	1.3662
chr7:65219157-65531823		ENSG00000223476.1	ENSG00000223476.1	7	64393651	462	0.01033	0.01126	0.9169	0.35971308498005367	0.38461538461538464	0.8911167169973184	up	0.2156
chr21:13987773-14056796		ENSG00000226751.1	ENSG00000226751.1	21	16134031	462	-0.02598	0.02834	-0.9166	0.359867410598496	0.35364635364635366	0.8911167169973184	down	0.6552
chr2:87987171-111255403		ENSG00000158411.6	ENSG00000158411.6	2	99797521	462	-0.03351	0.03658	-0.9161	0.36008804331547895	0.34565434565434566	0.8911167169973184	down	4.9075
chr12:46896694-46915975		ENSG00000079337.10	ENSG00000079337.10	12	48164823	462	0.02371	0.02591	0.9151	0.3606215470239552	0.35764235764235763	0.8911167169973184	up	0.4935
chr1:25324280-25369060		ENSG00000001461.11	ENSG00000001461.11	1	24742284	462	0.03611	0.0396	0.9119	0.36229656204415717	0.3646353646353646	0.8917841731058095	up	3.0816
chr1:149843518-149850293		ENSG00000143387.8	ENSG00000143387.8	1	150780799	462	0.08599	0.09437	0.9112	0.36266848569843146	0.38161838161838163	0.8917841731058095	up	0.9093
chr8:7301024-12598379		ENSG00000171711.2	ENSG00000171711.2	8	7752151	462	-0.02442	0.02685	-0.9097	0.3634668947818067	0.34765234765234765	0.8917841731058095	down	0.4707
chr3:75454477-75455715		ENSG00000227124.4	ENSG00000227124.4	3	75834734	462	0.0252	0.02777	0.9075	0.3646089633792385	0.3866133866133866	0.8917841731058095	up	2.3348
chr17:16823490-18384190		ENSG00000197665.4	ENSG00000197665.4	17	19062424	462	0.06174	0.06818	0.9056	0.3656533134668632	0.38461538461538464	0.8917841731058095	up	1.6208
chr5:177946129-178003952		ENSG00000246596.2	ENSG00000246596.2	5	177099210	462	0.07011	0.0775	0.9047	0.3661402504131031	0.38161838161838163	0.8917841731058095	up	1.7908
chr5:179643529-179651253		ENSG00000225051.3	ENSG00000225051.3	5	179106033	462	0.01923	0.02129	0.9035	0.36677543154831604	0.36863136863136864	0.8917841731058095	up	0.9267
chr6:167209001-167357782		ENSG00000235008.1	ENSG00000235008.1	6	167116327	462	0.10078	0.11165	0.9026	0.36722698195793735	0.3626373626373626	0.8917841731058095	up	1.4445
chr1:149843518-149850293		ENSG00000203815.2	ENSG00000203815.2	1	149675978	462	-0.08004	0.08903	-0.8991	0.369085640336744	0.36563436563436563	0.8917841731058095	down	1.0087
chr17:3082008-3221835		ENSG00000262758.1	ENSG00000262758.1	17	3712148	462	0.11576	0.12887	0.8983	0.36949502294133685	0.36663336663336665	0.8917841731058095	up	1.9443
chr9:87942696-88110274		ENSG00000219928.2	ENSG00000219928.2	9	90140217	462	0.13239	0.14764	0.8967	0.3703527389219229	0.36363636363636365	0.8917841731058095	up	4.8315
chr5:179643529-179651253		ENSG00000161055.3	ENSG00000161055.3	5	180018540	462	0.01306	0.01457	0.8965	0.37045806029712725	0.3676323676323676	0.8917841731058095	up	0.1829
chr17:3082008-3221835		ENSG00000239884.1	ENSG00000239884.1	17	2584250	462	0.25756	0.28779	0.895	0.3712849818882744	0.35064935064935066	0.8917841731058095	up	0.5203
chr16:16721273-18073542		ENSG00000103226.13	ENSG00000103226.13	16	16326352	462	-0.1484	0.16605	-0.8937	0.371955499413215	0.37362637362637363	0.8917841731058095	down	5.6226
chr17:3082008-3221835		ENSG00000004660.10	ENSG00000004660.10	17	3798185	462	0.17687	0.19802	0.8932	0.37224812381283773	0.36063936063936064	0.8917841731058095	up	0.9163
chr2:87987171-111255403		ENSG00000172086.7	ENSG00000172086.7	2	88355248	462	0.02579	0.02896	0.8906	0.37361051623507335	0.3916083916083916	0.8917841731058095	up	3.9708
chr2:91832040-92012663		ENSG00000261600.1	ENSG00000261600.1	2	91768393	462	0.04965	0.05598	0.8868	0.37564544925445864	0.37962037962037964	0.8917841731058095	up	0.8558
chr7:65219157-65531823		ENSG00000169919.11	ENSG00000169919.11	7	65447301	462	-0.02945	0.03322	-0.8867	0.37571531845187905	0.37662337662337664	0.8917841731058095	down	5.6394
chr9:85797070-85801040		ENSG00000234424.1	ENSG00000234424.1	9	88368221	462	0.04986	0.05628	0.8859	0.3761546358732707	0.4025974025974026	0.8917841731058095	up	0.3954
chr21:43821742-43835116		ENSG00000213440.2	ENSG00000213440.2	21	45466922	462	0.05427	0.0614	0.8839	0.37724014562323	0.3926073926073926	0.8917841731058095	up	0.3675
chr17:16823490-18384190		ENSG00000262074.1	ENSG00000262074.1	17	18967449	462	-0.06189	0.07006	-0.8834	0.3774714595065672	0.36363636363636365	0.8917841731058095	down	1.8702
chr17:3082008-3221835		ENSG00000132361.9	ENSG00000132361.9	17	2615957	462	0.24956	0.28393	0.879	0.37989184467145864	0.33166833166833165	0.8917841731058095	up	4.3957
chr5:177946129-178003952		ENSG00000145916.14	ENSG00000145916.14	5	177557997	462	-0.05593	0.06368	-0.8783	0.38028171803889593	0.38961038961038963	0.8917841731058095	down	4.2131
chr16:75206214-75222748		ENSG00000034713.3	ENSG00000034713.3	16	75600249	462	-0.01077	0.01228	-0.8772	0.3808274698166611	0.4065934065934066	0.8917841731058095	down	6.146
chr17:16823490-18384190		ENSG00000263124.1	ENSG00000263124.1	17	18998230	462	0.04929	0.05664	0.8703	0.38463204702366066	0.4005994005994006	0.8917841731058095	up	1.0293
chr13:52310302-52320954		ENSG00000165416.9	ENSG00000165416.9	13	53226844	462	0.091	0.10476	0.8686	0.38553028591743876	0.35564435564435565	0.8917841731058095	up	4.708
chr2:87987171-111255403		ENSG00000233158.1	ENSG00000233158.1	2	95578177	462	-0.03702	0.04264	-0.868	0.38585088564808573	0.37462537462537465	0.8917841731058095	down	0.6258
chr7:5989046-6735643		ENSG00000106392.5	ENSG00000106392.5	7	7196565	462	-0.03709	0.04277	-0.8673	0.3862276405317081	0.37662337662337664	0.8917841731058095	down	3.7584
chr21:43821742-43835116		ENSG00000236519.1	ENSG00000236519.1	21	46222492	462	-0.02785	0.03213	-0.8669	0.3864434104857499	0.38161838161838163	0.8917841731058095	down	0.2593
chr2:87987171-111255403		ENSG00000242534.2	ENSG00000242534.2	2	89998789	462	-0.32741	0.37777	-0.8667	0.3865782461350103	0.3926073926073926	0.8917841731058095	down	4.8855
chr17:16823490-18384190		ENSG00000239203.1	ENSG00000239203.1	17	16330788	462	-0.01845	0.0213	-0.866	0.3869315551886023	0.36363636363636365	0.8917841731058095	down	0.3465
chr17:16823490-18384190		ENSG00000230969.2	ENSG00000230969.2	17	16891643	462	-0.01981	0.02288	-0.866	0.38694880607663434	0.38461538461538464	0.8917841731058095	down	0.2063
chr2:87987171-111255403		ENSG00000238029.1	ENSG00000238029.1	2	101041810	462	-0.02202	0.02545	-0.8649	0.38754433403237815	0.3626373626373626	0.8917841731058095	down	0.6342
chr5:112179911-112236600		ENSG00000129595.7	ENSG00000129595.7	5	111755013	462	0.12518	0.14489	0.8639	0.38808182966161014	0.3966033966033966	0.8917841731058095	up	0.9281
chr1:149843518-149850293		ENSG00000117362.8	ENSG00000117362.8	1	150241980	462	0.03454	0.03999	0.8637	0.3882096078740403	0.3696303696303696	0.8917841731058095	up	5.9267
chr2:87987171-111255403		ENSG00000232531.2	ENSG00000232531.2	2	91937021	462	-0.02067	0.02399	-0.8615	0.38941219667502375	0.41858141858141856	0.8917841731058095	down	3.6913
chr8:7301024-12598379		ENSG00000255046.1	ENSG00000255046.1	8	11660077	462	-0.01159	0.01354	-0.8558	0.3925847886721006	0.3956043956043956	0.8917841731058095	down	0.387
chr13:52310302-52320954		ENSG00000253710.1	ENSG00000253710.1	13	52586534	462	-0.1379	0.16131	-0.8549	0.3930736632358896	0.3676323676323676	0.8917841731058095	down	2.4165
chr3:195749463-195980207		ENSG00000163959.5	ENSG00000163959.5	3	195938358	462	-0.01514	0.01773	-0.8537	0.39370500379526063	0.37962037962037964	0.8917841731058095	down	1.096
chr1:248128773-248428856		ENSG00000162711.12	ENSG00000162711.12	1	247579458	421	-0.06016	0.0705	-0.8534	0.39396124839730656	0.3066933066933067	0.8917841731058095	down	0.167
chr14:60606118-60611659		ENSG00000258445.1	ENSG00000258445.1	14	61246697	462	-0.06273	0.07362	-0.852	0.3946554852727648	0.4045954045954046	0.8917841731058095	down	1.8771
chr17:3082008-3221835		ENSG00000108405.3	ENSG00000108405.3	17	3819794	462	0.40145	0.4732	0.8484	0.3966857190414057	0.3386613386613387	0.8917841731058095	up	1.7047
chr13:48199250-48206639		ENSG00000260388.1	ENSG00000260388.1	13	48506757	462	0.05372	0.06342	0.847	0.3974371135491645	0.4035964035964036	0.8917841731058095	up	0.1568
chr12:46896694-46915975		ENSG00000257433.1	ENSG00000257433.1	12	48099868	462	0.03538	0.04177	0.847	0.3974436926303001	0.4075924075924076	0.8917841731058095	up	0.5509
chr2:87987171-111255403		ENSG00000211599.2	ENSG00000211599.2	2	89196748	462	-0.19469	0.23008	-0.8462	0.3979103910883706	0.4095904095904096	0.8917841731058095	down	1.889
chr7:65219157-65531823		ENSG00000197008.5	ENSG00000197008.5	7	64254766	462	-0.01569	0.01856	-0.8456	0.3982308277778638	0.3756243756243756	0.8917841731058095	down	2.7197
chr15:30618103-32153204		ENSG00000259448.1	ENSG00000259448.1	15	31508223	462	0.04368	0.05179	0.8435	0.39942976024822596	0.3946053946053946	0.8917841731058095	up	0.8355
chr20:47841016-47888238		ENSG00000124151.11	ENSG00000124151.11	20	46130601	462	-0.03674	0.04357	-0.8433	0.3995053165679638	0.4165834165834166	0.8917841731058095	down	4.9571
