Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Acute_cystitis	0.5365363802515625	0.1876303976	0.1876303976	236910	15795	221115	-0.0209071729	0.9793098668	TRUE	lrt_mle	0.949,1.010	lrt_quadratic	two	True	0.949322577287401	1.0102443976849524	FALSE	TRUE	FALSE	mle	236910	15795	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1876303976	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.949,1.010	0.949322577287401	1.0102443976849524
Central_sleep_apnea	0.5365363802515625	0.1878121878	0.1878121878	215808	1623	214185	-0.05951429567	0.9422220638	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215808	1623	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Migraine	0.5381920877903308	0.1904929291	0.1904929291	250599	36414	214185	-0.01424321185	0.9858577428	TRUE	lrt_mle	0.965,1.007	lrt_quadratic	two	True	0.9650575307389667	1.0071062689170494	FALSE	TRUE	FALSE	mle	250599	36414	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1904929291	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,1.007	0.9650575307389667	1.0071062689170494
Obesity_hypoventilation_syndrome_OHS	0.5381920877903308	0.1907719451	0.1907719451	211203	1571	209632	0.06549925715	1.067691944	TRUE	lrt_mle	0.968,1.178	lrt_quadratic	two	True	0.9679012130616842	1.1777711116376768	FALSE	TRUE	FALSE	mle	211203	1571	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1907719451	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.968,1.178	0.9679012130616842	1.1777711116376768
Pain_in_joints_of_hand	0.5381920877903308	0.1908201882	0.1908201882	196506	8657	187849	-0.02782987047	0.9725538128	TRUE	lrt_mle	0.933,1.014	lrt_quadratic	two	True	0.9328355403054104	1.0139632100423388	FALSE	TRUE	FALSE	mle	196506	8657	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1908201882	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.933,1.014	0.9328355403054104	1.0139632100423388
Gallstones_Cholelithiasis	0.5381920877903308	0.1909987319	0.1909987319	213660	17061	196599	-0.02023683916	0.9799665514	TRUE	lrt_mle	0.951,1.010	lrt_quadratic	two	True	0.9506881667163238	1.0101466236942924	FALSE	TRUE	FALSE	mle	213660	17061	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1909987319	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.951,1.010	0.9506881667163238	1.0101466236942924
Cystic_fibrosis_carrier	0.5381920877903308	0.1918081918	0.1918081918	366250	1868	364382	-0.06560866243	0.9364972792	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	366250	1868	364382	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Chronic_kidney_disease	0.5381920877903308	0.1920744493	0.1920744493	249514	28399	221115	0.01673623246	1.016877068	TRUE	lrt_mle	0.992,1.043	lrt_quadratic	two	True	0.9916252759283608	1.0427718979030893	FALSE	TRUE	FALSE	mle	249514	28399	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1920744493	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.992,1.043	0.9916252759283608	1.0427718979030893
Paresthesia_of_skin	0.5381920877903308	0.19255301	0.19255301	238955	24770	214185	-0.01689150395	0.9832503576	TRUE	lrt_mle	0.959,1.009	lrt_quadratic	two	True	0.9585837443115696	1.00855170089479	FALSE	TRUE	FALSE	mle	238955	24770	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.19255301	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.959,1.009	0.9585837443115696	1.00855170089479
Other_disorders_and_symptoms_of_the_musculoskeletal_system	0.5381920877903308	0.1925672398	0.1925672398	213068	25219	187849	-0.01700157149	0.9831421396	TRUE	lrt_mle	0.958,1.009	lrt_quadratic	two	True	0.9583187897041525	1.0086084892750222	FALSE	TRUE	FALSE	mle	213068	25219	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1925672398	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.958,1.009	0.9583187897041525	1.0086084892750222
Round_hole_of_retina_without_detachment	0.5381920877903308	0.1928071928	0.1928071928	258796	1108	257688	0.07621720259	1.079196953	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258796	1108	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Post_COVID_19_condition	0.5410159460648101	0.1948051948	0.1948051948	184118	1545	182573	-0.05910835748	0.9426046254	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	184118	1545	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Activated_protein_C_resistance	0.5410159460648101	0.1948051948	0.1948051948	265990	1039	264951	0.07260282493	1.075303368	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	265990	1039	264951	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Hemorrhage_of_rectum_and_anus	0.541474707840404	0.1954639784	0.1954639784	213588	16989	196599	-0.01982306233	0.9803721227	TRUE	lrt_mle	0.951,1.010	lrt_quadratic	two	True	0.9513867345184063	1.0102405931633542	FALSE	TRUE	FALSE	mle	213588	16989	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1954639784	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.951,1.010	0.9513867345184063	1.0102405931633542
Erythematous_conditions	0.5463579508251889	0.1977248008	0.1977248008	237883	7422	230461	-0.02812992576	0.9722620367	TRUE	lrt_mle	0.932,1.015	lrt_quadratic	two	True	0.9315238107580094	1.0147818629128411	FALSE	TRUE	FALSE	mle	237883	7422	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1977248008	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.932,1.015	0.9315238107580094	1.0147818629128411
Non_pressure_chronic_ulcer	0.5478715212952501	0.1990476522	0.1990476522	240224	9763	230461	0.02558653496	1.02591668	TRUE	lrt_mle	0.987,1.067	lrt_quadratic	two	True	0.9866283288419383	1.066769525783504	FALSE	TRUE	FALSE	mle	240224	9763	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1990476522	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.987,1.067	0.9866283288419383	1.066769525783504
Bacterial_pneumonia	0.5478715212952501	0.1993807701	0.1993807701	215077	5445	209632	0.03394060243	1.034523157	TRUE	lrt_mle	0.982,1.090	lrt_quadratic	two	True	0.9822635456600592	1.0895631488749564	FALSE	TRUE	FALSE	mle	215077	5445	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1993807701	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.982,1.090	0.9822635456600592	1.0895631488749564
Generalized_anxiety_disorder	0.5478715212952501	0.1997708373	0.1997708373	265065	25980	239085	-0.01565714066	0.9844647952	TRUE	lrt_mle	0.961,1.008	lrt_quadratic	two	True	0.9611829890554031	1.008310533917716	FALSE	TRUE	FALSE	mle	265065	25980	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.1997708373	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,1.008	0.9611829890554031	1.008310533917716
Hemorrhage_NOS	0.5512135694902985	0.2017872337	0.2017872337	213060	3228	209832	-0.04256512188	0.9583280554	TRUE	lrt_mle	0.898,1.023	lrt_quadratic	two	True	0.8976978910223476	1.0230531572846173	FALSE	TRUE	FALSE	mle	213060	3228	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2017872337	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.898,1.023	0.8976978910223476	1.0230531572846173
Combined_systolic_and_diastolic_heart_failure	0.5512135694902985	0.2019943983	0.2019943983	214074	4242	209832	0.03971484004	1.040514019	TRUE	lrt_mle	0.979,1.106	lrt_quadratic	two	True	0.9789318179396812	1.1059702052630491	FALSE	TRUE	FALSE	mle	214074	4242	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2019943983	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.979,1.106	0.9789318179396812	1.1059702052630491
Trichomoniasis	0.5617825400366995	0.2067932068	0.2067932068	250773	2672	248101	-0.06317666172	0.938777613	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	250773	2672	248101	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Umbilical_hernia	0.5617825400366995	0.2073582198	0.2073582198	204612	8013	196599	0.02742783993	1.027807446	TRUE	lrt_mle	0.985,1.073	lrt_quadratic	two	True	0.9849073494193541	1.0725761628353165	FALSE	TRUE	FALSE	mle	204612	8013	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2073582198	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.985,1.073	0.9849073494193541	1.0725761628353165
Dislocation_of_knee	0.5617825400366995	0.2077922078	0.2077922078	189133	1284	187849	0.06896726085	1.071401132	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	189133	1284	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Endocarditis	0.5617825400366995	0.2079158717	0.2079158717	212694	2862	209832	-0.04516100321	0.9558435756	TRUE	lrt_mle	0.891,1.025	lrt_quadratic	two	True	0.8909666656734776	1.025444582989357	FALSE	TRUE	FALSE	mle	212694	2862	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2079158717	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.891,1.025	0.8909666656734776	1.025444582989357
Diseases_of_teeth_and_supporting_structures	0.565146396312285	0.2096760103	0.2096760103	221966	25367	196599	-0.01690892174	0.9832332317	TRUE	lrt_mle	0.958,1.010	lrt_quadratic	two	True	0.9575977927065316	1.0095549460735571	FALSE	TRUE	FALSE	mle	221966	25367	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2096760103	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.958,1.010	0.9575977927065316	1.0095549460735571
Mid_back_pain	0.5653686167422982	0.2105221782	0.2105221782	204579	16730	187849	-0.01950287013	0.9806860805	TRUE	lrt_mle	0.951,1.011	lrt_quadratic	two	True	0.9512001578915874	1.0110860269355637	FALSE	TRUE	FALSE	mle	204579	16730	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2105221782	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.951,1.011	0.9512001578915874	1.0110860269355637
Postpartum_hemorrhage	0.5653686167422982	0.2107892108	0.2107892108	360750	1871	358879	-0.06092929105	0.9408897668	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208951	1870	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Gout	0.5694965122048662	0.2130648547	0.2130648547	198499	10650	187849	0.02467175739	1.024978624	TRUE	lrt_mle	0.986,1.066	lrt_quadratic	two	True	0.9859372868708103	1.065565926873991	FALSE	TRUE	FALSE	mle	198499	10650	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2130648547	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.986,1.066	0.9859372868708103	1.065565926873991
Rheumatoid_arthritis_and_other_inflammatory_polyarthropathies	0.5694965122048662	0.2133665146	0.2133665146	199721	11872	187849	-0.0229283063	0.9773325499	TRUE	lrt_mle	0.943,1.013	lrt_quadratic	two	True	0.942667053999602	1.0132728294047735	FALSE	TRUE	FALSE	mle	199721	11872	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2133665146	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.943,1.013	0.942667053999602	1.0132728294047735
Pain_in_limb	0.5754075890332524	0.2161056761	0.2161056761	282606	100033	182573	-0.009702336843	0.990344579	TRUE	lrt_mle	0.975,1.006	lrt_quadratic	two	True	0.9752359652233978	1.0056872593675426	FALSE	TRUE	FALSE	mle	282606	100033	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2161056761	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.975,1.006	0.9752359652233978	1.0056872593675426
Embolism_and_thrombosis	0.5758836391349398	0.2173508595	0.2173508595	233318	23486	209832	0.01664566399	1.016784975	TRUE	lrt_mle	0.990,1.044	lrt_quadratic	two	True	0.9902466992307641	1.0440344674708286	FALSE	TRUE	FALSE	mle	233318	23486	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2173508595	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.990,1.044	0.9902466992307641	1.0440344674708286
Lichen_simplex_chronicus	0.5758836391349398	0.2176007779	0.2176007779	234025	3564	230461	-0.04048260159	0.9603258725	TRUE	lrt_mle	0.900,1.024	lrt_quadratic	two	True	0.9004714464231219	1.0241588282161491	FALSE	TRUE	FALSE	mle	234025	3564	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2176007779	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.900,1.024	0.9004714464231219	1.0241588282161491
Retinopathy	0.5758836391349398	0.217859353	0.217859353	267149	9461	257688	0.02651779417	1.026872519	TRUE	lrt_mle	0.984,1.071	lrt_quadratic	two	True	0.984461384236913	1.0711107495650167	FALSE	TRUE	FALSE	mle	267149	9461	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.217859353	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.984,1.071	0.984461384236913	1.0711107495650167
Deviated_nasal_septum	0.578159142083771	0.2205100899	0.2205100899	219925	10293	209632	-0.02274426575	0.9775124352	TRUE	lrt_mle	0.943,1.014	lrt_quadratic	two	True	0.9425848969903551	1.013734215413736	FALSE	TRUE	FALSE	mle	219925	10293	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2205100899	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.943,1.014	0.9425848969903551	1.013734215413736
Facial_weakness	0.578159142083771	0.2206640026	0.2206640026	217092	2907	214185	0.04471880762	1.045733766	TRUE	lrt_mle	0.974,1.123	lrt_quadratic	two	True	0.9735133573364805	1.1233118698583373	FALSE	TRUE	FALSE	mle	217092	2907	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2206640026	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.974,1.123	0.9735133573364805	1.1233118698583373
Esophageal_varices	0.578159142083771	0.2207792208	0.2207792208	211512	1680	209832	-0.06039989391	0.941388003	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211512	1680	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Varicella_chickenpox	0.578159142083771	0.2208283323	0.2208283323	250129	2028	248101	-0.05258009616	0.9487783245	TRUE	lrt_mle	0.872,1.032	lrt_quadratic	two	True	0.8721857645637228	1.032096997723619	FALSE	TRUE	FALSE	mle	250129	2028	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2208283323	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.872,1.032	0.8721857645637228	1.032096997723619
Sleep_related_movement_disorders	0.5818380251092857	0.2227638747	0.2227638747	226806	12621	214185	-0.0206758769	0.9795364035	TRUE	lrt_mle	0.948,1.013	lrt_quadratic	two	True	0.9475138476004176	1.0126412064658745	FALSE	TRUE	FALSE	mle	226806	12621	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2227638747	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.948,1.013	0.9475138476004176	1.0126412064658745
Embolism_of_cerebral_or_precerebral_arteries	0.5849189074546318	0.2244766272	0.2244766272	211572	1740	209832	-0.05691234997	0.9446768667	TRUE	lrt_mle	0.862,1.036	lrt_quadratic	two	True	0.86179161260263	1.0355338453235727	FALSE	TRUE	FALSE	mle	211572	1740	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2244766272	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.862,1.036	0.86179161260263	1.0355338453235727
Disorders_of_the_cornea	0.5853417171755294	0.22518165	0.22518165	264898	7210	257688	-0.02757986196	0.97279699	TRUE	lrt_mle	0.930,1.017	lrt_quadratic	two	True	0.9303928606560132	1.0171337547031176	FALSE	TRUE	FALSE	mle	264898	7210	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.22518165	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.930,1.017	0.9303928606560132	1.0171337547031176
Abnormal_products_of_conception	0.5853417171755294	0.2257742258	0.2257742258	362672	3793	358879	-0.03995657124	0.9608311659	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	210853	3772	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Human_immunodeficiency_virus	0.5853417171755294	0.2267083068	0.2267083068	252626	4525	248101	-0.04159935703	0.959254022	TRUE	lrt_mle	0.897,1.026	lrt_quadratic	two	True	0.8966904811937466	1.0261827218818136	FALSE	TRUE	FALSE	mle	252626	4525	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2267083068	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.897,1.026	0.8966904811937466	1.0261827218818136
Pilar_and_trichodermal_cyst	0.5853417171755294	0.2267732268	0.2267732268	231465	1004	230461	-0.06426429926	0.9377571183	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	231465	1004	230461	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Derangement_of_meniscus	0.5877142880122066	0.2282281556	0.2282281556	193740	5891	187849	-0.02991962646	0.9705235348	TRUE	lrt_mle	0.924,1.019	lrt_quadratic	two	True	0.9244213722204865	1.018924875556083	FALSE	TRUE	FALSE	mle	193740	5891	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2282281556	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.924,1.019	0.9244213722204865	1.018924875556083
Chronic_ulcer_of_skin	0.5880775644585481	0.2289053054	0.2289053054	241811	11350	230461	0.02232204529	1.022573046	TRUE	lrt_mle	0.986,1.060	lrt_quadratic	two	True	0.9860579448823363	1.0604403528310664	FALSE	TRUE	FALSE	mle	241811	11350	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2289053054	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.986,1.060	0.9860579448823363	1.0604403528310664
Partial_epilepsy	0.5898480770586046	0.2306302281	0.2306302281	216796	2611	214185	0.04476672279	1.045783874	TRUE	lrt_mle	0.972,1.125	lrt_quadratic	two	True	0.9719723203983125	1.1252006749290062	FALSE	TRUE	FALSE	mle	216796	2611	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2306302281	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.972,1.125	0.9719723203983125	1.1252006749290062
Inhalation_lung_injury	0.5898480770586046	0.2307692308	0.2307692308	210945	1313	209632	-0.05799303908	0.9436565161	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	210945	1313	209632	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Congenital_anomalies_of_the_heart	0.5898480770586046	0.2312075416	0.2312075416	374344	5235	369109	0.03057879763	1.031051131	TRUE	lrt_mle	0.981,1.084	lrt_quadratic	two	True	0.9807083101457095	1.0839782065881525	FALSE	TRUE	FALSE	mle	374344	5235	369109	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.2312075416	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.981,1.084	0.9807083101457095	1.0839782065881525
Perforation_of_tympanic_membrane	0.5975347159526683	0.2347652348	0.2347652348	259591	1903	257688	-0.05153445492	0.9497709251	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	259591	1903	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Excessive_vomiting_in_pregnancy	0.599836653047575	0.2367632368	0.2367632368	362417	3538	358879	-0.04035102916	0.9604522332	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	210617	3536	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Fibroadenosis_of_breast	0.599836653047575	0.2367632368	0.2367632368	222624	1509	221115	-0.05620350448	0.945346734	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	126762	1504	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
